transaction_id,date,amount,type,description
TXN00486,2025-05-01,12411.49,inflow,Subscription revenue
TXN00487,2025-04-17,1777.77,outflow,Marketing expense
TXN00488,2024-12-22,71454.92,outflow,Software subscription
TXN00489,2025-06-04,23707.67,inflow,Project milestone payment
TXN00490,2024-04-19,3896.06,inflow,Project milestone payment
TXN00491,2024-03-13,77186.89,outflow,Travel expense
TXN00492,2025-04-17,64680.96,inflow,Subscription revenue
TXN00493,2024-09-01,76309.65,outflow,Travel expense
TXN00494,2024-06-11,31006.59,outflow,Vendor payment
TXN00495,2024-03-08,70592.04,inflow,Project milestone payment
TXN00496,2025-08-28,21840.1,inflow,Subscription revenue
TXN00497,2025-08-03,38920.28,outflow,Travel expense
TXN00498,2025-12-11,327211.46,inflow,Project milestone payment
TXN00499,2025-11-16,108252.28,inflow,Project milestone payment
TXN00500,2025-08-10,16563.82,outflow,Rent payment
TXN00501,2025-08-29,7721.97,outflow,Utility bill
TXN00502,2025-07-22,114081.9,inflow,Subscription revenue
TXN00503,2024-06-29,38506.21,inflow,Subscription revenue
TXN00504,2024-03-12,23904.24,outflow,Vendor payment
TXN00505,2024-12-01,5877.36,outflow,Salary payment
TXN00506,2024-04-02,4667.14,inflow,Invoice settlement
TXN00507,2025-08-17,23584.32,outflow,Salary payment
TXN00508,2024-05-30,10728.35,outflow,Insurance premium
TXN00509,2025-06-28,44773.7,inflow,Consulting fee
TXN00510,2025-08-14,94219.08,inflow,Invoice settlement
TXN00511,2025-11-28,18192.21,outflow,Marketing expense
TXN00512,2025-08-06,26553.43,outflow,Marketing expense
TXN00513,2025-03-21,20059.19,outflow,Utility bill
TXN00514,2024-04-01,233671.0,outflow,Travel expense
TXN00515,2025-02-17,14438.98,outflow,Marketing expense
TXN00516,2024-03-04,18072.2,inflow,Consulting fee
TXN00517,2024-02-24,23040.7,inflow,Consulting fee
TXN00518,2025-01-02,116354.73,inflow,Service fee collected
TXN00519,2024-02-01,22126.97,inflow,Project milestone payment
TXN00520,2025-08-27,76134.49,inflow,Service fee collected
TXN00521,2025-12-29,48903.68,inflow,Subscription revenue
TXN00522,2025-03-21,23151.01,outflow,Software subscription
TXN00523,2025-05-01,179953.65,inflow,Consulting fee
TXN00524,2025-01-28,5193.48,outflow,Utility bill
TXN00525,2025-03-03,41479.33,inflow,Project milestone payment
TXN00526,2024-05-08,72933.72,inflow,Client payment received
TXN00527,2025-10-25,69981.28,inflow,Project milestone payment
TXN00528,2025-05-13,6816.62,outflow,Software subscription
TXN00529,2024-03-27,11620.0,inflow,Subscription revenue
TXN00530,2025-04-11,27517.96,outflow,Vendor payment
TXN00531,2025-09-30,3514.27,inflow,Consulting fee
TXN00532,2025-03-10,14419.67,outflow,Insurance premium
TXN00533,2025-01-28,10612.0,inflow,Invoice settlement
TXN00534,2025-03-10,25697.16,outflow,Insurance premium
TXN00535,2024-08-30,19423.64,outflow,Marketing expense
TXN00536,2025-02-24,29828.71,outflow,Utility bill
TXN00537,2024-02-04,11006.55,outflow,Insurance premium
TXN00538,2025-12-22,61561.9,inflow,Consulting fee
TXN00539,2025-05-08,22091.87,outflow,Rent payment
TXN00540,2024-05-25,11080.99,outflow,Travel expense
TXN00541,2024-10-13,68749.43,outflow,Rent payment
TXN00542,2025-06-19,38537.81,outflow,Rent payment
TXN00543,2024-09-08,13221.59,outflow,Rent payment
TXN00544,2025-12-01,15248.2,outflow,Marketing expense
TXN00545,2025-09-19,91921.73,inflow,Service fee collected
TXN00546,2025-07-01,6065.64,outflow,Insurance premium
TXN00547,2025-04-09,7831.46,outflow,Insurance premium
TXN00548,2025-08-10,32339.75,outflow,Vendor payment
TXN00549,2024-12-27,122319.67,outflow,Marketing expense
TXN00550,2024-10-23,25796.48,inflow,Project milestone payment
TXN00551,2025-09-03,14886.6,outflow,Marketing expense
TXN00552,2024-03-03,18477.37,outflow,Software subscription
TXN00553,2025-08-09,22617.06,inflow,Service fee collected
TXN00554,2025-10-01,30790.03,inflow,Subscription revenue
TXN00555,2024-03-25,19671.48,inflow,Client payment received
TXN00556,2024-10-11,56945.49,inflow,Consulting fee
TXN00557,2024-10-14,94479.65,inflow,Service fee collected
TXN00558,2024-01-15,24997.07,outflow,Software subscription
TXN00559,2025-08-28,19344.1,outflow,Insurance premium
TXN00560,2025-01-13,13546.74,outflow,Marketing expense
TXN00561,2025-12-18,14565.15,inflow,Invoice settlement
TXN00562,2025-06-24,7793.22,outflow,Utility bill
TXN00563,2024-03-27,6643.64,outflow,Software subscription
TXN00564,2025-05-22,36511.92,outflow,Vendor payment
TXN00565,2025-01-27,20286.23,inflow,Subscription revenue
TXN00566,2025-10-14,70219.94,inflow,Consulting fee
TXN00567,2024-12-19,23116.78,inflow,Service fee collected
TXN00568,2024-04-28,33751.28,inflow,Subscription revenue
TXN00569,2025-02-12,16796.96,outflow,Insurance premium
TXN00570,2025-06-29,175159.91,inflow,Project milestone payment
TXN00571,2025-12-23,29320.37,inflow,Service fee collected
TXN00572,2024-05-28,43206.65,outflow,Vendor payment
TXN00573,2024-01-13,8983.2,inflow,Subscription revenue
TXN00574,2025-01-26,65063.55,outflow,Travel expense
TXN00575,2025-11-30,55593.44,outflow,Rent payment
TXN00576,2025-06-28,13765.2,outflow,Vendor payment
TXN00577,2025-09-17,13597.29,outflow,Marketing expense
TXN00578,2024-12-09,155560.04,inflow,Client payment received
TXN00579,2024-09-18,46381.02,outflow,Vendor payment
TXN00580,2025-04-17,18236.78,outflow,Office supplies
TXN00581,2025-11-19,14394.09,outflow,Office supplies
TXN00582,2025-06-16,106499.05,inflow,Project milestone payment
TXN00583,2024-07-03,22655.38,inflow,Client payment received
TXN00584,2025-11-19,66033.01,inflow,Client payment received
TXN00585,2024-01-13,20540.3,inflow,Consulting fee
TXN00586,2024-04-16,18476.68,outflow,Utility bill
TXN00587,2024-08-12,101052.96,outflow,Marketing expense
TXN00588,2024-07-16,33638.38,inflow,Consulting fee
TXN00589,2024-04-04,153047.52,inflow,Consulting fee
TXN00590,2025-11-03,8473.34,outflow,Office supplies
TXN00591,2025-09-05,5504.75,outflow,Rent payment
TXN00592,2024-03-29,35115.21,outflow,Software subscription
TXN00593,2025-01-19,11903.69,outflow,Software subscription
TXN00594,2024-04-23,21614.52,outflow,Marketing expense
TXN00595,2024-10-28,5254.0,outflow,Rent payment
TXN00596,2025-10-16,5634.43,outflow,Marketing expense
TXN00597,2025-03-13,22279.19,outflow,Utility bill
TXN00598,2024-09-20,22372.17,inflow,Client payment received
TXN00599,2024-10-10,21900.6,outflow,Vendor payment
TXN00600,2025-02-01,192577.86,inflow,Client payment received
TXN00601,2024-09-21,32239.93,outflow,Marketing expense
TXN00602,2024-07-01,310156.39,inflow,Subscription revenue
TXN00603,2024-07-24,23403.11,outflow,Software subscription
TXN00604,2025-10-22,94691.77,outflow,Software subscription
TXN00605,2025-07-07,48374.57,outflow,Office supplies
TXN00606,2025-09-20,14699.54,outflow,Insurance premium
TXN00607,2024-09-22,30554.58,inflow,Client payment received
TXN00608,2024-03-13,16584.46,outflow,Marketing expense
TXN00609,2025-04-01,106339.31,inflow,Subscription revenue
TXN00610,2024-06-01,27470.28,outflow,Salary payment
TXN00611,2024-02-08,10555.06,outflow,Marketing expense
TXN00612,2024-06-04,7863.84,outflow,Vendor payment
TXN00613,2025-08-11,10372.23,inflow,Project milestone payment
TXN00614,2025-05-17,10758.81,outflow,Vendor payment
TXN00615,2024-03-12,10313.95,outflow,Salary payment
TXN00616,2025-01-28,8386.91,outflow,Insurance premium
TXN00617,2024-05-04,54029.85,outflow,Utility bill
TXN00618,2024-12-07,8416.93,outflow,Vendor payment
TXN00619,2024-02-26,30462.61,outflow,Rent payment
TXN00620,2025-01-09,136512.64,outflow,Utility bill
TXN00621,2024-03-23,23615.21,outflow,Marketing expense
TXN00622,2025-10-25,51671.59,inflow,Consulting fee
TXN00623,2024-02-10,26431.52,outflow,Office supplies
TXN00624,2024-11-02,8786.62,outflow,Rent payment
TXN00625,2025-10-07,40498.52,outflow,Insurance premium
TXN00626,2024-03-27,28801.86,outflow,Insurance premium
TXN00627,2024-07-13,34866.78,inflow,Invoice settlement
TXN00628,2024-01-26,5702.09,outflow,Office supplies
TXN00629,2025-05-15,241198.83,inflow,Consulting fee
TXN00630,2025-10-20,59857.61,inflow,Consulting fee
TXN00631,2025-04-05,8282.63,outflow,Salary payment
TXN00632,2024-02-07,13296.64,inflow,Service fee collected
TXN00633,2024-02-13,16691.37,inflow,Invoice settlement
TXN00634,2025-10-31,101976.62,outflow,Insurance premium
TXN00635,2025-11-25,25933.62,outflow,Travel expense
TXN00636,2024-06-01,19954.63,outflow,Office supplies
TXN00637,2024-03-14,21378.48,inflow,Invoice settlement
TXN00638,2025-05-15,50030.48,outflow,Insurance premium
TXN00639,2025-09-25,106714.48,inflow,Project milestone payment
TXN00640,2025-10-26,10395.6,inflow,Invoice settlement
TXN00641,2025-10-09,42694.62,inflow,Service fee collected
TXN00642,2024-04-09,18539.64,outflow,Software subscription
TXN00643,2025-08-28,13989.96,inflow,Client payment received
TXN00644,2024-04-26,13828.9,outflow,Office supplies
TXN00645,2024-03-05,17441.23,outflow,Vendor payment
TXN00646,2024-12-11,12785.53,outflow,Vendor payment
TXN00647,2024-11-28,63250.69,inflow,Project milestone payment
TXN00648,2025-08-12,27352.84,outflow,Utility bill
TXN00649,2024-08-06,33328.54,outflow,Software subscription
TXN00650,2024-12-09,29568.51,inflow,Service fee collected
TXN00651,2024-05-24,3945.78,outflow,Software subscription
TXN00652,2025-12-14,23120.79,inflow,Invoice settlement
TXN00653,2025-03-25,12684.48,inflow,Consulting fee
TXN00654,2024-02-11,30653.27,inflow,Project milestone payment
TXN00655,2025-09-19,64382.49,inflow,Invoice settlement
TXN00656,2024-01-17,99903.66,outflow,Rent payment
TXN00657,2024-01-07,14677.83,inflow,Client payment received
TXN00658,2025-12-24,31716.08,outflow,Marketing expense
TXN00659,2025-03-02,25330.25,outflow,Insurance premium
TXN00660,2025-12-09,199305.47,inflow,Invoice settlement
TXN00661,2025-10-17,58824.39,inflow,Subscription revenue
TXN00662,2025-02-25,25234.33,inflow,Invoice settlement
TXN00663,2025-09-17,21289.89,outflow,Software subscription
TXN00664,2025-05-26,29094.73,outflow,Rent payment
TXN00665,2025-10-04,51713.43,outflow,Marketing expense
TXN00666,2024-12-22,258848.85,inflow,Consulting fee
TXN00667,2024-08-29,179803.67,inflow,Consulting fee
TXN00668,2024-04-07,11964.57,outflow,Travel expense
TXN00669,2025-06-03,8069.34,inflow,Project milestone payment
TXN00670,2025-11-06,13540.34,inflow,Client payment received
TXN00671,2024-07-17,46169.44,inflow,Invoice settlement
TXN00672,2025-12-02,70533.39,outflow,Insurance premium
TXN00673,2025-05-24,28456.96,inflow,Project milestone payment
TXN00674,2024-02-14,13920.88,inflow,Service fee collected
TXN00675,2024-10-18,10899.26,inflow,Service fee collected
TXN00676,2024-12-08,101813.46,outflow,Insurance premium
TXN00677,2024-02-14,22357.32,inflow,Client payment received
TXN00678,2025-07-04,7762.67,inflow,Client payment received
TXN00679,2025-05-11,21571.09,outflow,Rent payment
TXN00680,2024-08-28,22087.51,outflow,Utility bill
TXN00681,2025-03-05,87975.96,inflow,Project milestone payment
TXN00682,2024-11-29,14314.33,inflow,Client payment received
TXN00683,2024-11-29,151057.22,inflow,Invoice settlement
TXN00684,2025-02-26,63159.34,outflow,Vendor payment
TXN00685,2024-08-13,39829.29,inflow,Consulting fee
TXN00686,2025-05-11,66585.97,inflow,Subscription revenue
TXN00687,2024-05-28,81815.43,inflow,Consulting fee
TXN00688,2025-04-10,19926.27,inflow,Service fee collected
TXN00689,2024-05-19,7255.58,outflow,Office supplies
TXN00690,2025-10-09,26196.4,inflow,Service fee collected
TXN00691,2024-07-26,6264.17,inflow,Client payment received
TXN00692,2025-12-09,41795.83,outflow,Marketing expense
TXN00693,2024-05-19,179732.9,inflow,Subscription revenue
TXN00694,2025-04-14,15371.47,inflow,Service fee collected
TXN00695,2024-08-13,15222.09,outflow,Software subscription
TXN00696,2025-10-15,23404.79,outflow,Software subscription
TXN00697,2025-08-14,114754.78,outflow,Office supplies
TXN00698,2024-03-29,23051.09,inflow,Consulting fee
TXN00699,2025-05-15,53920.77,outflow,Office supplies
TXN00700,2025-08-28,22672.56,outflow,Insurance premium
TXN00701,2024-10-12,1983.42,inflow,Subscription revenue
TXN00702,2024-09-09,21997.22,inflow,Subscription revenue
TXN00703,2025-08-16,87493.08,inflow,Consulting fee
TXN00704,2024-06-01,14815.71,outflow,Salary payment
TXN00705,2025-03-03,33182.67,outflow,Salary payment
TXN00706,2025-04-26,88108.36,outflow,Travel expense
TXN00707,2024-02-04,60949.93,inflow,Subscription revenue
TXN00708,2025-05-05,13250.2,outflow,Rent payment
TXN00709,2025-04-08,38898.89,outflow,Rent payment
TXN00710,2025-07-25,32536.89,outflow,Vendor payment
TXN00711,2024-08-11,95864.05,inflow,Service fee collected
TXN00712,2024-09-01,20449.13,outflow,Rent payment
TXN00713,2024-01-17,11532.38,outflow,Marketing expense
TXN00714,2024-06-14,33869.11,outflow,Salary payment
TXN00715,2025-04-10,34730.02,outflow,Software subscription
TXN00716,2025-12-21,27764.29,inflow,Service fee collected
TXN00717,2025-10-03,8334.35,outflow,Salary payment
TXN00718,2025-10-04,29899.98,inflow,Project milestone payment
TXN00719,2024-12-06,11170.3,outflow,Marketing expense
TXN00720,2025-03-12,17761.12,outflow,Travel expense
TXN00721,2025-08-12,41030.46,outflow,Rent payment
TXN00722,2025-09-27,4430.85,outflow,Salary payment
TXN00723,2025-06-11,28232.81,outflow,Utility bill
TXN00724,2024-02-22,54819.53,inflow,Service fee collected
TXN00725,2025-04-21,10515.75,outflow,Utility bill
TXN00726,2025-01-10,51439.27,inflow,Consulting fee
TXN00727,2025-12-22,152092.9,inflow,Project milestone payment
TXN00728,2024-07-28,55956.46,inflow,Service fee collected
TXN00729,2024-09-01,114205.43,outflow,Insurance premium
TXN00730,2025-08-17,23542.75,outflow,Office supplies
TXN00731,2024-08-18,99022.62,inflow,Service fee collected
TXN00732,2025-05-30,111989.37,outflow,Marketing expense
TXN00733,2024-02-25,60356.64,inflow,Service fee collected
TXN00734,2025-04-08,89544.27,outflow,Travel expense
TXN00735,2024-05-05,31737.39,outflow,Travel expense
TXN00736,2025-11-25,91828.15,outflow,Marketing expense
TXN00737,2025-04-07,9007.73,outflow,Rent payment
TXN00738,2024-07-11,23135.64,outflow,Insurance premium
TXN00739,2024-03-30,429554.17,inflow,Invoice settlement
TXN00740,2024-10-22,6675.89,outflow,Rent payment
TXN00741,2024-04-21,16814.12,inflow,Client payment received
TXN00742,2025-12-14,415462.63,inflow,Invoice settlement
TXN00743,2024-07-28,20214.41,outflow,Salary payment
TXN00744,2024-10-27,42357.95,inflow,Project milestone payment
TXN00745,2025-07-08,45831.28,outflow,Insurance premium
TXN00746,2024-12-21,165387.23,inflow,Project milestone payment
TXN00747,2025-10-22,32629.81,inflow,Invoice settlement
TXN00748,2024-03-05,7038.86,inflow,Invoice settlement
TXN00749,2025-06-16,10493.19,outflow,Vendor payment
TXN00750,2025-08-15,20724.03,inflow,Project milestone payment
TXN00751,2024-11-30,11184.53,outflow,Travel expense
TXN00752,2025-07-15,15355.22,inflow,Service fee collected
TXN00753,2025-08-03,36648.17,inflow,Service fee collected
TXN00754,2024-06-24,11170.62,outflow,Office supplies
TXN00755,2025-05-10,212292.3,inflow,Service fee collected
TXN00756,2024-02-18,24243.21,inflow,Service fee collected
TXN00757,2025-04-11,6483.82,outflow,Software subscription
TXN00758,2025-12-29,73257.41,outflow,Software subscription
TXN00759,2024-06-28,290134.46,outflow,Software subscription
TXN00760,2024-06-14,26106.09,inflow,Client payment received
TXN00761,2024-11-20,35158.59,outflow,Insurance premium
TXN00762,2024-09-23,133734.95,inflow,Invoice settlement
TXN00763,2025-07-29,16289.55,outflow,Utility bill
TXN00764,2024-12-18,307737.1,inflow,Subscription revenue
TXN00765,2025-07-06,6101.28,outflow,Travel expense
TXN00766,2024-11-04,41939.15,inflow,Client payment received
TXN00767,2025-02-18,11474.23,outflow,Software subscription
TXN00768,2025-04-14,8910.56,outflow,Software subscription
TXN00769,2024-01-05,11714.92,outflow,Travel expense
TXN00770,2025-06-03,60660.65,inflow,Project milestone payment
TXN00771,2024-10-29,59823.63,outflow,Marketing expense
TXN00772,2025-08-10,38831.57,outflow,Insurance premium
TXN00773,2024-12-12,8817.32,outflow,Insurance premium
TXN00774,2024-02-11,63010.24,inflow,Consulting fee
TXN00775,2024-04-29,32228.66,inflow,Subscription revenue
TXN00776,2025-09-24,13831.39,outflow,Insurance premium
TXN00777,2024-12-31,37945.73,inflow,Client payment received
TXN00778,2025-09-14,83492.01,outflow,Travel expense
TXN00779,2024-08-15,17669.35,outflow,Marketing expense
TXN00780,2024-07-19,77974.93,inflow,Consulting fee
TXN00781,2025-04-01,50310.2,outflow,Rent payment
TXN00782,2025-06-08,87585.38,inflow,Subscription revenue
TXN00783,2024-11-21,19861.48,outflow,Travel expense
TXN00784,2024-02-27,15956.39,outflow,Utility bill
TXN00785,2025-02-11,47775.77,inflow,Subscription revenue
TXN00786,2025-01-13,20865.83,inflow,Client payment received
TXN00787,2024-10-18,20147.38,inflow,Service fee collected
TXN00788,2025-04-01,23845.92,outflow,Rent payment
TXN00789,2024-08-08,11563.0,outflow,Insurance premium
TXN00790,2025-03-01,15594.11,outflow,Marketing expense
TXN00791,2024-06-16,17687.79,outflow,Vendor payment
TXN00792,2025-02-28,20846.69,inflow,Consulting fee
TXN00793,2025-09-04,28113.6,inflow,Invoice settlement
TXN00794,2024-11-06,20284.55,outflow,Travel expense
TXN00795,2024-12-09,364247.2,inflow,Consulting fee
TXN00796,2025-01-19,212911.27,inflow,Subscription revenue
TXN00797,2025-10-16,20372.43,outflow,Vendor payment
TXN00798,2024-06-28,15278.79,outflow,Software subscription
TXN00799,2024-07-23,29022.61,inflow,Subscription revenue
TXN00800,2024-10-23,34665.33,outflow,Salary payment
TXN00801,2024-11-05,26388.16,outflow,Marketing expense
TXN00802,2025-05-20,22307.32,outflow,Insurance premium
TXN00803,2024-08-17,80066.81,inflow,Client payment received
TXN00804,2024-06-06,15249.45,inflow,Project milestone payment
TXN00805,2025-10-13,17800.43,outflow,Marketing expense
TXN00806,2025-03-03,8596.01,inflow,Project milestone payment
TXN00807,2025-10-22,31615.82,inflow,Client payment received
TXN00808,2024-10-10,29490.63,outflow,Rent payment
TXN00809,2025-09-05,22829.63,outflow,Insurance premium
TXN00810,2025-08-02,127137.66,inflow,Service fee collected
TXN00811,2025-10-05,14228.32,outflow,Rent payment
TXN00812,2025-01-17,5969.32,outflow,Salary payment
TXN00813,2024-09-22,39746.0,inflow,Client payment received
TXN00814,2024-05-29,30214.28,inflow,Project milestone payment
TXN00815,2024-05-18,85353.78,inflow,Client payment received
TXN00816,2024-10-06,51221.22,inflow,Project milestone payment
TXN00817,2024-12-30,169794.94,inflow,Service fee collected
TXN00818,2025-06-26,19699.16,outflow,Rent payment
TXN00819,2025-06-10,21676.94,inflow,Project milestone payment
TXN00820,2024-07-06,38849.67,outflow,Software subscription
TXN00821,2025-07-10,58819.49,inflow,Service fee collected
TXN00822,2025-12-02,16177.63,outflow,Marketing expense
TXN00823,2025-12-02,44263.17,outflow,Utility bill
TXN00824,2024-04-08,31347.56,outflow,Utility bill
TXN00825,2024-05-27,34483.68,inflow,Consulting fee
TXN00826,2024-10-15,144623.32,inflow,Subscription revenue
TXN00827,2025-02-25,156143.27,inflow,Invoice settlement
TXN00828,2024-04-14,20335.05,inflow,Consulting fee
TXN00829,2024-08-14,32556.35,outflow,Travel expense
TXN00830,2025-09-20,23348.03,outflow,Travel expense
TXN00831,2025-06-28,15382.58,outflow,Rent payment
TXN00832,2025-03-03,19979.98,outflow,Rent payment
TXN00833,2024-04-29,5362.06,outflow,Salary payment
TXN00834,2025-05-06,106551.21,inflow,Project milestone payment
TXN00835,2025-01-06,79866.03,inflow,Subscription revenue
TXN00836,2025-09-03,4734.34,outflow,Utility bill
TXN00837,2024-06-25,18983.67,outflow,Salary payment
TXN00838,2024-05-01,50834.8,inflow,Project milestone payment
TXN00839,2024-05-25,43648.29,outflow,Marketing expense
TXN00840,2024-05-08,27914.62,inflow,Client payment received
TXN00841,2025-03-11,18078.01,outflow,Rent payment
TXN00842,2024-03-20,52454.83,inflow,Subscription revenue
TXN00843,2025-03-17,18383.56,inflow,Client payment received
TXN00844,2024-02-03,83352.01,outflow,Travel expense
TXN00845,2025-08-30,40268.57,inflow,Client payment received
TXN00846,2024-09-16,44089.53,inflow,Service fee collected
TXN00847,2025-11-14,181700.39,inflow,Client payment received
TXN00848,2024-05-06,21608.0,outflow,Office supplies
TXN00849,2025-08-24,65263.35,outflow,Software subscription
TXN00850,2025-11-17,9489.05,inflow,Client payment received
TXN00851,2024-05-29,55446.25,outflow,Marketing expense
TXN00852,2025-08-16,102065.1,inflow,Invoice settlement
TXN00853,2025-05-27,4261.52,outflow,Office supplies
TXN00854,2025-06-01,17004.89,outflow,Rent payment
TXN00855,2025-08-15,30482.68,outflow,Travel expense
TXN00856,2024-08-10,42130.74,outflow,Marketing expense
TXN00857,2024-06-24,62852.94,outflow,Travel expense
TXN00858,2024-01-05,6652.67,outflow,Rent payment
TXN00859,2024-08-07,23480.71,outflow,Insurance premium
TXN00860,2025-01-10,10384.67,outflow,Software subscription
TXN00861,2025-03-26,12490.02,outflow,Rent payment
TXN00862,2024-07-04,41809.14,outflow,Vendor payment
TXN00863,2025-03-10,16380.78,inflow,Invoice settlement
TXN00864,2025-02-21,36419.6,inflow,Service fee collected
TXN00865,2024-05-06,15444.36,outflow,Travel expense
TXN00866,2024-05-19,49136.25,outflow,Utility bill
TXN00867,2025-12-22,7540.89,inflow,Project milestone payment
TXN00868,2024-02-11,125672.79,inflow,Subscription revenue
TXN00869,2024-04-28,160919.89,inflow,Subscription revenue
TXN00870,2025-09-06,35453.86,outflow,Insurance premium
TXN00871,2024-08-19,26412.16,outflow,Marketing expense
TXN00872,2025-03-14,4718.27,inflow,Client payment received
TXN00873,2025-05-02,36834.05,outflow,Utility bill
TXN00874,2024-07-02,99597.86,inflow,Project milestone payment
TXN00875,2025-05-18,23888.26,outflow,Vendor payment
TXN00876,2025-03-24,13059.88,outflow,Rent payment
TXN00877,2024-05-02,156863.18,inflow,Subscription revenue
TXN00878,2025-12-12,14314.7,outflow,Rent payment
TXN00879,2024-06-21,112411.39,inflow,Invoice settlement
TXN00880,2024-12-12,80042.95,inflow,Subscription revenue
TXN00881,2024-05-05,30532.08,inflow,Subscription revenue
TXN00882,2025-05-26,416251.96,inflow,Project milestone payment
TXN00883,2025-08-18,32405.28,outflow,Vendor payment
TXN00884,2024-12-30,45662.87,outflow,Vendor payment
TXN00885,2025-05-11,33149.59,outflow,Software subscription
TXN00886,2025-04-10,49148.77,inflow,Service fee collected
TXN00887,2025-05-16,20387.93,outflow,Software subscription
TXN00888,2024-01-31,77435.2,inflow,Client payment received
TXN00889,2024-03-10,23839.56,outflow,Salary payment
TXN00890,2024-07-02,5871.95,inflow,Project milestone payment
TXN00891,2024-11-30,20693.25,inflow,Consulting fee
TXN00892,2025-09-30,114858.94,inflow,Client payment received
TXN00893,2025-11-07,58084.24,outflow,Insurance premium
TXN00894,2025-04-22,12860.48,inflow,Project milestone payment
TXN00895,2025-05-24,14263.85,outflow,Marketing expense
TXN00896,2025-07-09,19645.69,inflow,Consulting fee
TXN00897,2025-07-13,155769.91,inflow,Client payment received
TXN00898,2025-03-16,6420.58,outflow,Rent payment
TXN00899,2025-01-27,13482.32,outflow,Vendor payment
TXN00900,2025-03-29,23470.78,outflow,Salary payment
TXN00901,2024-06-30,6938.62,outflow,Marketing expense
TXN00902,2025-12-24,51253.3,inflow,Subscription revenue
TXN00903,2024-05-17,12783.53,inflow,Subscription revenue
TXN00904,2025-05-14,11267.83,outflow,Insurance premium
TXN00905,2025-11-06,18896.79,outflow,Travel expense
TXN00906,2025-08-08,19056.39,outflow,Travel expense
TXN00907,2024-06-09,14025.46,outflow,Vendor payment
TXN00908,2024-09-26,23774.08,outflow,Vendor payment
TXN00909,2025-09-23,59663.78,outflow,Marketing expense
TXN00910,2024-11-24,112308.64,inflow,Consulting fee
TXN00911,2024-02-16,164974.77,inflow,Service fee collected
TXN00912,2024-12-23,26966.99,outflow,Salary payment
TXN00913,2025-10-02,43968.16,inflow,Client payment received
TXN00914,2025-03-14,44707.27,inflow,Service fee collected
TXN00915,2025-02-25,7838.64,inflow,Project milestone payment
TXN00916,2024-09-07,102155.46,inflow,Project milestone payment
TXN00917,2024-11-15,21216.03,outflow,Rent payment
TXN00918,2024-11-08,45165.1,inflow,Invoice settlement
TXN00919,2024-01-21,31001.19,outflow,Salary payment
TXN00920,2025-04-16,11872.91,outflow,Vendor payment
TXN00921,2025-08-04,12178.47,outflow,Vendor payment
TXN00922,2024-09-30,53650.67,inflow,Subscription revenue
TXN00923,2025-08-25,56189.87,inflow,Service fee collected
TXN00924,2025-01-21,137345.49,outflow,Utility bill
TXN00925,2025-08-09,46330.97,inflow,Subscription revenue
TXN00926,2024-04-12,33783.01,outflow,Office supplies
TXN00927,2024-12-10,183982.53,outflow,Utility bill
TXN00928,2024-06-19,29048.91,outflow,Utility bill
TXN00929,2025-03-22,56004.91,inflow,Project milestone payment
TXN00930,2024-03-18,2141.73,outflow,Travel expense
TXN00931,2024-08-07,24671.77,inflow,Client payment received
TXN00932,2024-10-31,33706.51,outflow,Vendor payment
TXN00933,2024-08-19,11977.51,outflow,Rent payment
TXN00934,2025-08-15,44949.38,inflow,Service fee collected
TXN00935,2024-10-06,96861.91,inflow,Consulting fee
TXN00936,2025-05-01,91455.27,inflow,Service fee collected
TXN00937,2024-03-19,20186.44,outflow,Marketing expense
TXN00938,2025-05-31,6335.95,outflow,Vendor payment
TXN00939,2025-11-10,30682.12,outflow,Office supplies
TXN00940,2025-02-28,23856.6,inflow,Consulting fee
TXN00941,2025-06-11,11921.08,outflow,Travel expense
TXN00942,2024-07-03,17574.4,outflow,Travel expense
TXN00943,2024-07-10,16689.78,outflow,Office supplies
TXN00944,2025-11-07,24049.88,outflow,Insurance premium
TXN00945,2024-10-01,19862.49,outflow,Travel expense
TXN00946,2025-09-21,69590.66,outflow,Vendor payment
TXN00947,2025-08-02,27253.87,outflow,Salary payment
TXN00948,2025-06-18,47586.58,inflow,Subscription revenue
TXN00949,2024-05-31,55030.18,inflow,Project milestone payment
TXN00950,2025-12-02,9536.63,outflow,Vendor payment
TXN00951,2025-02-24,100152.49,inflow,Client payment received
TXN00952,2025-10-11,1219511.52,inflow,Subscription revenue
TXN00953,2024-09-30,10199.22,outflow,Software subscription
TXN00954,2024-09-19,12839.39,outflow,Office supplies
TXN00955,2025-02-19,20974.8,inflow,Invoice settlement
TXN00956,2024-07-15,48970.01,inflow,Service fee collected
TXN00957,2025-04-20,19759.26,outflow,Vendor payment
TXN00958,2025-03-08,14589.36,outflow,Salary payment
TXN00959,2024-07-25,65245.35,inflow,Invoice settlement
TXN00960,2024-01-30,53519.61,inflow,Service fee collected
TXN00961,2025-11-05,76153.43,outflow,Salary payment
TXN00962,2025-05-12,24722.36,outflow,Salary payment
TXN00963,2024-03-26,34863.52,inflow,Service fee collected
TXN00964,2024-03-06,15565.24,outflow,Vendor payment
TXN00965,2025-01-07,26586.4,outflow,Rent payment
TXN00966,2025-02-10,9567.05,outflow,Software subscription
TXN00967,2024-08-29,107757.15,inflow,Project milestone payment
TXN00968,2025-05-27,36339.82,outflow,Travel expense
TXN00969,2025-11-11,34243.98,outflow,Travel expense
TXN00970,2024-09-14,15959.51,outflow,Rent payment
